qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/356647,88.298,752,56,7,1160,1910,1,721,0,872
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/356647,88.298,752,56,7,1190,1940,1,721,0,872
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/356647,88.571,735,60,2,1100,1834,1,711,0,870
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/356647,87.75,751,62,5,1070,1820,1,721,0,850
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/356647,87.871,742,54,5,1315,2056,6,711,0,839
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/356647,87.785,745,54,4,1345,2089,6,713,0,837
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/356647,87.217,751,66,9,860,1610,1,721,0,828
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/356647,87.483,743,57,3,1370,2112,1,707,0,824
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/356647,87.415,731,66,4,1045,1774,6,711,0,817
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/356647,87.015,747,65,7,1015,1760,6,721,0,813
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/356647,86.684,751,68,10,920,1669,1,720,0,804
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/356647,86.939,735,72,7,890,1624,1,711,0,804
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/356647,86.595,746,70,5,955,1700,6,721,0,797
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/356647,86.703,737,70,6,980,1714,1,711,0,793
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/356647,86.649,734,68,9,834,1564,5,711,0,785
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/356647,86.093,755,67,6,1465,2218,6,723,0,778
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/356647,86.236,712,74,7,763,1474,24,711,0,750
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/356647,85.255,746,80,5,805,1550,6,721,0,741
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/356647,87.164,670,50,3,1430,2099,1,634,0,728
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/356647,84.687,751,85,10,770,1520,1,721,0,723
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/356647,84.542,731,87,10,715,1444,6,711,0,701
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/356647,83.88,732,82,16,702,1430,23,721,0,665
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/325838,87.391,801,62,14,1158,1954,3,768,0,883
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/325838,87.28,794,65,11,1134,1924,8,768,0,874
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/325838,87.516,785,61,11,1186,1967,1,751,0,872
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/325838,89.474,703,50,2,1252,1954,6,684,0,867
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/325838,86.732,814,64,9,1308,2121,3,772,0,865
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/325838,89.855,690,45,4,1278,1967,3,667,0,863
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/325838,86.849,806,62,13,1222,2026,6,768,0,861
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/325838,86.733,799,71,10,1098,1894,3,768,0,856
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/325838,86.541,795,69,12,1074,1864,8,768,0,841
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/325838,86.262,808,66,10,1338,2144,3,766,0,835
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/325838,86.125,800,74,16,888,1684,3,768,0,828
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/325838,86.237,792,75,9,1045,1834,9,768,0,828
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/325838,85.961,812,65,12,1368,2176,3,768,0,822
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/325838,86.589,768,65,6,1487,2253,1,731,0,813
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/325838,85.661,802,77,15,947,1744,1,768,0,809
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/325838,85.714,805,72,8,1398,2202,3,764,0,809
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/325838,85.607,799,80,10,978,1774,3,768,0,806
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/325838,85.536,802,75,15,1008,1804,3,768,0,800
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/325838,85.448,804,75,17,857,1654,1,768,0,798
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/325838,85.357,799,82,14,918,1714,3,768,0,795
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/325838,84.644,801,87,16,767,1564,1,768,0,765
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/325838,84.635,794,88,9,833,1624,7,768,0,760
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/325838,84.296,796,89,15,802,1594,6,768,0,745
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/325838,87.304,638,45,3,1462,2099,6,607,0,697
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/325838,83.207,792,99,15,745,1534,9,768,0,695
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/325838,82.872,794,100,16,713,1504,9,768,0,680
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/371957,89.465,598,39,3,1370,1967,1,574,0,734
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/371957,89.091,605,40,4,1250,1853,1,580,0,728
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/371957,88.907,604,43,2,1340,1943,1,580,0,723
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/371957,88.595,605,43,4,1310,1913,1,580,0,712
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/371957,88.411,604,46,2,1220,1823,1,580,0,706
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/371957,88.411,604,46,2,1280,1883,1,580,0,706
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/371957,88.119,606,44,6,1100,1703,1,580,0,695
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/371957,88.079,604,48,2,1130,1733,1,580,0,695
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/371957,87.769,605,48,4,1160,1763,1,580,0,684
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/371957,87.748,604,50,2,1190,1793,1,580,0,684
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/371957,89.541,545,45,1,1129,1673,48,580,0,680
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/371957,87.379,618,42,3,1461,2078,2,583,0,676
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/371957,87.237,619,43,5,1430,2048,1,583,0,673
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/371957,87.541,610,40,3,1490,2099,1,574,0,673
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/371957,89.011,546,46,3,1099,1643,48,580,0,664
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/371957,87.086,604,54,6,980,1583,1,580,0,662
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/371957,88.686,548,50,1,1069,1616,48,583,0,658
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/371957,86.755,604,56,7,860,1463,1,580,0,651
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/339297,87.538,650,55,12,1309,1954,21,648,0,728
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/339297,87.253,659,52,12,1369,2026,21,648,0,723
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/339297,87.191,648,61,8,1129,1774,21,648,0,717
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/339297,87.211,649,59,10,1279,1924,21,648,0,717
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/339297,87.658,632,54,9,1339,1967,21,631,0,713
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/339297,87.097,651,56,13,1159,1804,21,648,0,712
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/339297,86.91,657,55,7,1465,2121,27,652,0,708
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/339297,86.923,650,59,11,1099,1744,21,648,0,706
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/339297,86.883,648,63,8,1189,1834,21,648,0,706
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/339297,89.928,556,44,1,1399,1954,21,564,0,706
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/339297,86.862,647,63,8,1250,1894,22,648,0,704
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/339297,90.538,539,39,2,1429,1967,21,547,0,702
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/339297,86.462,650,62,11,1219,1864,21,648,0,689
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/339297,86.265,648,67,7,1069,1714,21,648,0,684
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/339297,86.28,656,58,8,1490,2144,22,646,0,684
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/339297,85.779,661,58,10,1519,2176,21,648,0,667
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/339297,86.003,643,66,10,1045,1684,27,648,0,667
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/339297,85.474,654,65,6,1549,2202,21,644,0,654
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/339297,85.362,649,71,15,919,1564,21,648,0,651
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/339297,86.201,616,59,5,1639,2253,21,611,0,643
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/339297,85.123,652,67,15,1009,1654,21,648,0,640
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/308881,86.541,691,55,13,1268,1954,1,657,0,726
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/308881,87.102,659,53,12,1369,2026,30,657,0,717
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/308881,87.037,648,62,8,1129,1774,30,657,0,712
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/308881,87.097,651,56,13,1159,1804,30,657,0,712
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/308881,87.057,649,60,10,1279,1924,30,657,0,712
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/308881,87.5,632,55,9,1339,1967,30,640,0,708
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/308881,86.883,648,63,11,1189,1834,30,657,0,706
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/308881,86.758,657,56,7,1465,2121,36,661,0,702
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/308881,86.769,650,60,11,1099,1744,30,657,0,701
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/308881,89.748,556,45,1,1399,1954,30,573,0,701
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/308881,86.708,647,64,8,1250,1894,31,657,0,699
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/308881,90.353,539,40,2,1429,1967,30,556,0,697
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/308881,86.265,648,67,10,1069,1714,30,657,0,684
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/308881,86.308,650,63,11,1219,1864,30,657,0,684
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/308881,86.128,656,59,8,1490,2144,31,655,0,678
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/308881,85.779,661,58,13,1519,2176,30,657,0,667
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/308881,85.848,643,67,10,1045,1684,36,657,0,662
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/308881,84.604,695,65,7,1508,2202,1,653,0,652
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/308881,85.362,649,71,15,919,1564,30,657,0,651
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/351958,88.026,618,47,13,1342,1954,3,598,0,706
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/351958,88,600,47,10,1372,1967,3,581,0,686
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/351958,87.338,616,55,9,1162,1774,3,598,0,684
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/351958,87.358,617,53,11,1312,1924,3,598,0,684
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/351958,87.22,626,49,11,1402,2026,3,598,0,684
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/351958,87.005,631,50,8,1492,2121,3,602,0,682
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/351958,87.338,616,51,12,1134,1744,5,598,0,680
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/351958,91.124,507,32,3,1462,1967,3,497,0,675
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/351958,87.034,617,55,10,1192,1804,3,598,0,673
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/351958,87.055,618,53,12,1252,1864,3,598,0,673
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/351958,87.013,616,57,9,1282,1894,3,598,0,673
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/351958,90.267,524,38,2,1432,1954,3,514,0,673
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/351958,86.851,616,58,9,1222,1834,3,598,0,667
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/351958,86.829,615,56,11,1074,1684,5,598,0,664
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/351958,86.688,616,59,8,1102,1714,3,598,0,662
lcl|D63778.1_cds_BAA09851.1_1,MT_Pool_HQ_transcript/351958,86.4,625,52,9,1522,2144,3,596,0,652
lcl|AB049580.1_cds_BAB16315.1_1,MT_Pool_HQ_transcript/389098,89.496,238,15,5,1,232,55,288,1.14e-77,292
lcl|AB049579.1_cds_BAB16314.1_1,MT_Pool_HQ_transcript/212441,84.932,219,15,3,1,201,1684,1902,1.38e-51,206
lcl|DQ351537.1_cds_ABC84186.1_1,MT_Pool_HQ_transcript/380783,76.031,388,67,18,1,366,9,392,5.4699999999999994e-43,178
lcl|GQ281053.2_cds_ACT66141.2_1,MT_Pool_HQ_transcript/385455,79.927,274,38,10,18,275,10,282,2.6899999999999998e-45,185
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/179845,91.791,2083,165,4,23,2100,1,2082,0,2894
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/177555,91.791,2083,165,4,23,2100,1,2082,0,2894
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/176116,91.791,2083,165,4,23,2100,1,2082,0,2894
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/186437,91.851,2074,164,3,23,2092,1,2073,0,2889
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/199304,91.778,1946,154,4,160,2100,1,1945,0,2702
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/213087,91.641,1938,156,4,168,2100,1,1937,0,2676
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/216707,91.763,1821,144,4,285,2100,1,1820,0,2527
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/237539,91.927,1759,137,3,338,2092,1,1758,0,2457
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/256067,91.712,1641,130,4,465,2100,1,1640,0,2272
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/208594,89.624,1754,128,44,399,2100,4,1755,0,2182
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/61667,91.506,1554,126,4,552,2100,1388,2940,0,2134
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/61667,92.557,524,38,1,23,546,1,523,0,750
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/253157,91.364,1540,126,5,566,2100,1,1538,0,2100
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/265677,91.169,1506,124,6,603,2100,1,1505,0,2036
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/278584,91.556,1433,116,3,664,2092,3,1434,0,1971
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/266671,91.482,1397,113,4,709,2100,3,1398,0,1916
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/278172,91.369,1286,105,4,820,2100,1,1285,0,1755
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/289542,91.454,1217,98,4,889,2100,2,1217,0,1666
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/283498,91.424,1201,97,4,905,2100,1,1200,0,1642
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/288957,91.257,1201,99,4,905,2100,1,1200,0,1631
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/315971,92.007,1076,80,4,1030,2100,1,1075,0,1506
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/308676,91.973,1034,77,4,1072,2100,1,1033,0,1445
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/336656,91.694,903,70,3,1194,2092,1,902,0,1247
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/321031,92.09,885,64,4,1221,2100,1,884,0,1242
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/332295,92.923,763,48,4,1343,2100,2,763,0,1105
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/349781,92.982,741,48,2,1364,2100,1,741,0,1077
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/344540,93.134,670,42,2,1435,2100,1,670,0,979
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/361399,93.22,649,40,2,1456,2100,1,649,0,952
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/358780,93.996,533,31,1,1569,2100,9,541,0,806
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/373929,94.14,529,30,1,1573,2100,1,529,0,804
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/344622,94.883,469,23,1,1633,2100,6,474,0,732
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/372579,94.872,468,23,1,1634,2100,1,468,0,730
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/371066,94.595,444,22,2,1658,2100,1,443,0,686
lcl|KX268645.1_cds_ANN45959.1_1,MT_Pool_HQ_transcript/385580,94.639,429,20,3,1673,2100,1,427,0,662
lcl|KX268644.1_cds_ANN45958.1_1,MT_Pool_HQ_transcript/72975,88.545,3003,329,15,1319,4314,1,2995,0,3626
lcl|KX268644.1_cds_ANN45958.1_1,MT_Pool_HQ_transcript/7695,90.167,2278,217,7,2040,4314,2159,4432,0,2959
lcl|KX268644.1_cds_ANN45958.1_1,MT_Pool_HQ_transcript/7695,88.077,1929,223,5,1,1927,98,2021,0,2281
lcl|KX268644.1_cds_ANN45958.1_1,MT_Pool_HQ_transcript/151501,89.808,2296,226,8,2024,4314,79,2371,0,2937
lcl|KX268644.1_cds_ANN45958.1_1,MT_Pool_HQ_transcript/222215,84.124,1833,284,7,2485,4313,1,1830,0,1766
lcl|KX268644.1_cds_ANN45958.1_1,MT_Pool_HQ_transcript/274482,88.905,1406,154,2,2910,4314,1,1405,0,1731
lcl|KX268644.1_cds_ANN45958.1_1,MT_Pool_HQ_transcript/262961,85.215,1488,214,6,2830,4313,3,1488,0,1524
lcl|KX268644.1_cds_ANN45958.1_1,MT_Pool_HQ_transcript/302846,89.56,1159,111,10,3165,4314,1,1158,0,1461
lcl|KX268644.1_cds_ANN45958.1_1,MT_Pool_HQ_transcript/315154,90.522,1034,98,0,3281,4314,1,1034,0,1367
lcl|KX268644.1_cds_ANN45958.1_1,MT_Pool_HQ_transcript/345222,91.148,723,64,0,3592,4314,3,725,0,981
lcl|KX268644.1_cds_ANN45958.1_1,MT_Pool_HQ_transcript/372930,90.688,494,46,0,3821,4314,1,494,0,658
lcl|KX268643.1_cds_ANN45957.1_1,MT_Pool_HQ_transcript/241397,90.166,1749,164,8,434,2178,1,1745,0,2270
lcl|KX268643.1_cds_ANN45957.1_1,MT_Pool_HQ_transcript/321394,91.267,1042,87,4,1139,2178,1,1040,0,1417
lcl|KX268643.1_cds_ANN45957.1_1,MT_Pool_HQ_transcript/378304,91.569,510,43,0,1669,2178,1,510,0,704
lcl|KX268642.1_cds_ANN45956.1_1,MT_Pool_HQ_transcript/141121,84.512,2234,295,32,1,2217,63,2262,0,2161
lcl|KX268642.1_cds_ANN45956.1_1,MT_Pool_HQ_transcript/133834,85.859,1980,236,28,272,2229,359,2316,0,2065
lcl|KX268642.1_cds_ANN45956.1_1,MT_Pool_HQ_transcript/128034,85.707,1980,240,29,272,2229,290,2248,0,2049
lcl|KX268642.1_cds_ANN45956.1_1,MT_Pool_HQ_transcript/140686,85.592,1978,246,25,272,2229,289,2247,0,2037
lcl|KX268642.1_cds_ANN45956.1_1,MT_Pool_HQ_transcript/142258,85.548,1979,244,28,272,2229,319,2276,0,2032
lcl|KX268642.1_cds_ANN45956.1_1,MT_Pool_HQ_transcript/208088,86.47,1796,192,31,465,2229,8,1783,0,1923
lcl|KX268641.1_cds_ANN45955.1_1,MT_Pool_HQ_transcript/186160,90.326,2150,201,7,1,2145,48,2195,0,2811
lcl|KX268641.1_cds_ANN45955.1_1,MT_Pool_HQ_transcript/162019,90.168,2146,208,3,1,2145,191,2334,0,2791
lcl|KX268641.1_cds_ANN45955.1_1,MT_Pool_HQ_transcript/153846,89.655,2146,220,2,1,2145,193,2337,0,2732
lcl|KX268641.1_cds_ANN45955.1_1,MT_Pool_HQ_transcript/153710,89.479,2148,220,6,1,2145,188,2332,0,2710
lcl|KX268641.1_cds_ANN45955.1_1,MT_Pool_HQ_transcript/242161,90.011,1842,182,2,305,2145,1,1841,0,2381
lcl|KX268641.1_cds_ANN45955.1_1,MT_Pool_HQ_transcript/237675,89.273,1734,180,6,417,2145,5,1737,0,2167
lcl|KX268641.1_cds_ANN45955.1_1,MT_Pool_HQ_transcript/269748,89.435,1486,155,2,661,2145,2,1486,0,1873
lcl|KX268641.1_cds_ANN45955.1_1,MT_Pool_HQ_transcript/162107,83.204,2066,323,21,57,2110,187,2240,0,1871
lcl|KX268641.1_cds_ANN45955.1_1,MT_Pool_HQ_transcript/290284,88.685,1308,143,5,839,2145,1,1304,0,1591
lcl|KX268641.1_cds_ANN45955.1_1,MT_Pool_HQ_transcript/292074,88.633,1258,140,3,890,2145,1,1257,0,1528
lcl|KX268641.1_cds_ANN45955.1_1,MT_Pool_HQ_transcript/314674,88.179,1049,122,2,1098,2145,1,1048,0,1249
lcl|KX268641.1_cds_ANN45955.1_1,MT_Pool_HQ_transcript/343947,88.902,838,91,2,1309,2145,1,837,0,1031
lcl|KX268641.1_cds_ANN45955.1_1,MT_Pool_HQ_transcript/327635,87.054,896,112,4,1253,2145,1,895,0,1009
lcl|KX268641.1_cds_ANN45955.1_1,MT_Pool_HQ_transcript/365873,88.985,581,62,2,1566,2145,1,580,0,717
lcl|KX268640.1_cds_ANN45954.1_1,MT_Pool_HQ_transcript/350759,85.948,612,79,6,1,610,36,642,0,647
lcl|KX268639.1_cds_ANN45953.1_1,MT_Pool_HQ_transcript/69454,94.581,1993,91,9,1,1977,19,2010,0,3066
lcl|KX268639.1_cds_ANN45953.1_1,MT_Pool_HQ_transcript/54273,94.531,1993,92,9,1,1977,140,2131,0,3061
lcl|KX268639.1_cds_ANN45953.1_1,MT_Pool_HQ_transcript/49876,94.531,1993,92,9,1,1977,110,2101,0,3061
lcl|KX268639.1_cds_ANN45953.1_1,MT_Pool_HQ_transcript/58865,94.481,1993,93,9,1,1977,110,2101,0,3055
lcl|KX268639.1_cds_ANN45953.1_1,MT_Pool_HQ_transcript/51252,94.38,1993,95,9,1,1977,308,2299,0,3044
lcl|KX268639.1_cds_ANN45953.1_1,MT_Pool_HQ_transcript/43589,94.38,1993,95,9,1,1977,139,2130,0,3044
lcl|KX268639.1_cds_ANN45953.1_1,MT_Pool_HQ_transcript/75536,94.407,1949,92,9,45,1977,1,1948,0,2979
lcl|KX268639.1_cds_ANN45953.1_1,MT_Pool_HQ_transcript/58935,93.629,2009,93,26,1,1977,113,2118,0,2968
lcl|KX268639.1_cds_ANN45953.1_1,MT_Pool_HQ_transcript/216192,94.924,1852,86,4,1,1845,100,1950,0,2892
lcl|KX268639.1_cds_ANN45953.1_1,MT_Pool_HQ_transcript/82319,94.531,1865,90,8,123,1977,2,1864,0,2868
lcl|KX268639.1_cds_ANN45953.1_1,MT_Pool_HQ_transcript/220245,94.997,1799,82,4,1,1792,138,1935,0,2817
lcl|KX268639.1_cds_ANN45953.1_1,MT_Pool_HQ_transcript/226261,95.04,1734,77,5,1,1727,109,1840,0,2717
lcl|KX268639.1_cds_ANN45953.1_1,MT_Pool_HQ_transcript/229793,95.196,1686,73,4,1,1679,114,1798,0,2658
lcl|KX268639.1_cds_ANN45953.1_1,MT_Pool_HQ_transcript/98185,94.579,1697,81,7,291,1977,1,1696,0,2614
lcl|KX268639.1_cds_ANN45953.1_1,MT_Pool_HQ_transcript/234888,95.18,1639,73,2,1,1633,128,1766,0,2584
lcl|KX268639.1_cds_ANN45953.1_1,MT_Pool_HQ_transcript/117607,94.613,1652,77,8,337,1977,2,1652,0,2547
